Country;Continent;Rank;Title;Artists;Album;Explicit;Duration
Costa Rica;North America;36;Blanco;J Balvin;Colores;0;2:25:00
"Costa Rica,North America,37,Si Te Vas,""Sech, Ozuna"",1 of 1,0,3:24";;;;;;;
"Costa Rica,North America,38,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
"Costa Rica,North America,39,THE SCOTTS,""THE SCOTTS, Travis Scott, Kid Cudi"",THE SCOTTS,1,2:45";;;;;;;
"Costa Rica,North America,40,La Santa,""Bad Bunny, Daddy Yankee"",YHLQMDLG,1,3:26";;;;;;;
"Costa Rica,North America,41,El Efecto - Remix,""Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex"",El Efecto (Remix),1,4:49";;;;;;;
"Costa Rica,North America,42,Mejor,""Dalex, Sech"",Modo Avión,1,3:21";;;;;;;
Costa Rica;North America;43;SICKO MODE;Travis Scott;ASTROWORLD;1;5:12:00
"Costa Rica,North America,44,China,""Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna"",China,0,5:01";;;;;;;
"Costa Rica,North America,45,Tutu,""Camilo, Pedro Capó"",Por Primera Vez,0,2:59";;;;;;;
"Costa Rica,North America,46,CÓMO SE SIENTE - Remix,""Jhay Cortez, Bad Bunny"",CÓMO SE SIENTE (Remix),1,3:47";;;;;;;
Costa Rica;North America;47;goosebumps;Travis Scott;Birds In The Trap Sing McKnight;1;4:03:00
Costa Rica;North America;48;A Tu Merced;Bad Bunny;YHLQMDLG;0;2:55:00
Costa Rica;North America;49;The Box;Roddy Ricch;Please Excuse Me For Being Antisocial;1;3:16:00
"Costa Rica,North America,50,CANCIÓN CON YANDEL,""Yandel, Bad Bunny"",LAS QUE NO IBAN A SALIR,1,3:29";;;;;;;
Czech Republic;Europe;1;Blinding Lights;The Weeknd;After Hours;0;3:20:00
"Czech Republic,Europe,2,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
Czech Republic;Europe;3;GOOBA;6ix9ine;GOOBA;1;2:12:00
Czech Republic;Europe;4;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
"Czech Republic,Europe,5,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
"Czech Republic,Europe,6,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
"Czech Republic,Europe,7,ROCKSTAR (feat. Roddy Ricch),""DaBaby, Roddy Ricch"",BLAME IT ON BABY,1,3:01";;;;;;;
"Czech Republic,Europe,8,THE SCOTTS,""THE SCOTTS, Travis Scott, Kid Cudi"",THE SCOTTS,1,2:45";;;;;;;
"Czech Republic,Europe,9,Až na m?síc,""Viktor Sheen, Nik Tendo, Calin, Hasan"",?ernobílej sv?t,1,3:28";;;;;;;
Czech Republic;Europe;10;Jsme jenom fakani;CA$HANOVA BULHAR;rap disco revoluce;1;4:28:00
Czech Republic;Europe;11;Hadi;CA$HANOVA BULHAR;rap disco revoluce;1;3:53:00
"Czech Republic,Europe,12,Oblivion,""Viktor Sheen, Nik Tendo"",Oblivion,1,2:49";;;;;;;
Czech Republic;Europe;13;Someone You Loved;Lewis Capaldi;Divinely Uninspired To A Hellish Extent;0;3:02:00
Czech Republic;Europe;14;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
Czech Republic;Europe;15;Není Limit;Nik Tendo;RESTART;0;2:00:00
Czech Republic;Europe;16;Ride It;Regard;Ride It;0;2:37:00
Czech Republic;Europe;17;Toosie Slide;Drake;Dark Lane Demo Tapes;1;4:07:00
Czech Republic;Europe;18;The Box;Roddy Ricch;Please Excuse Me For Being Antisocial;1;3:16:00
Czech Republic;Europe;19;Do p?ti;Ektor;Do p?ti;1;3:20:00
Czech Republic;Europe;20;Boss Bitch;Doja Cat;Boss Bitch;0;2:14:00
Czech Republic;Europe;21;Sex Disco Revoluce;CA$HANOVA BULHAR;rap disco revoluce;1;3:19:00
"Czech Republic,Europe,22,Breaking Me,""Topic, A7S"",Breaking Me,0,2:46";;;;;;;
Czech Republic;Europe;23;Blueberry Faygo;Lil Mosey;Certified Hitmaker;1;2:42:00
"Czech Republic,Europe,24,Hraješ Si Na Co,""Nik Tendo, Viktor Sheen"",RESTART,1,2:24";;;;;;;
Czech Republic;Europe;25;Falling;Trevor Daniel;Nicotine;0;2:39:00
"Czech Republic,Europe,26,Supalonely,""BENEE, Gus Dapperton"",STELLA & STEVE,1,3:43";;;;;;;
"Czech Republic,Europe,27,Señorita,""Shawn Mendes, Camila Cabello"",Shawn Mendes (Deluxe),0,3:10";;;;;;;
"Czech Republic,Europe,28,LALALA,""Grey, Psycho Rhyme"",LALALA,1,2:26";;;;;;;
Czech Republic;Europe;29;Svaz ceskych bohemu;Wohnout;Nasim klientum;0;4:16:00
"Czech Republic,Europe,30,ily (i love you baby) (feat. Emilee),""Surf Mesa, Emilee"",ily (i love you baby) (feat. Emilee),0,2:56";;;;;;;
"Czech Republic,Europe,31,Stuck with U (with Justin Bieber),""Ariana Grande, Justin Bieber"",Stuck with U,0,3:48";;;;;;;
"Czech Republic,Europe,32,Godzilla (feat. Juice WRLD),""Eminem, Juice WRLD"",Music To Be Murdered By,1,3:30";;;;;;;
Czech Republic;Europe;33;Sbohem;Nik Tendo;RESTART;0;2:06:00
Czech Republic;Europe;34;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;3:35:00
Czech Republic;Europe;35;Sunday Best;Surfaces;Where the Light Is;0;2:38:00
Czech Republic;Europe;36;Kings & Queens;Ava Max;Kings & Queens;0;2:42:00
Czech Republic;Europe;37;Totti;CA$HANOVA BULHAR;rap disco revoluce;1;3:03:00
Czech Republic;Europe;38;Circles;Post Malone;Hollywood's Bleeding;0;3:35:00
Czech Republic;Europe;39;goosebumps;Travis Scott;Birds In The Trap Sing McKnight;1;4:03:00
Czech Republic;Europe;40;ROXANNE;Arizona Zervas;ROXANNE;1;2:43:00
"Czech Republic,Europe,41,Zrovna jí to najelo,""CA$HANOVA BULHAR, Labello"",TIMBERLAKETRAPPED,1,2:41";;;;;;;
Czech Republic;Europe;42;Break My Heart;Dua Lipa;Future Nostalgia;0;3:41:00
Czech Republic;Europe;43;HIGHEST IN THE ROOM;Travis Scott;HIGHEST IN THE ROOM;1;2:55:00
Czech Republic;Europe;44;Hranice;Ektor;Hranice;1;2:09:00
"Czech Republic,Europe,45,bad guy,Billie Eilish,""WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"",0,3:14";;;;;;;
Czech Republic;Europe;46;RnB King;CA$HANOVA BULHAR;rap disco revoluce;1;4:51:00
Czech Republic;Europe;47;SICKO MODE;Travis Scott;ASTROWORLD;1;5:12:00
"Czech Republic,Europe,48,Be Kind (with Halsey),""Marshmello, Halsey"",Be Kind (with Halsey),0,2:52";;;;;;;
Czech Republic;Europe;49;Kytky z pumpy;Renne Dang;Kytky z pumpy;0;3:07:00
Czech Republic;Europe;50;Watermelon Sugar;Harry Styles;Fine Line;0;2:54:00
"Denmark,Europe,1,ROCKSTAR (feat. Roddy Ricch),""DaBaby, Roddy Ricch"",BLAME IT ON BABY,1,3:01";;;;;;;
"Denmark,Europe,2,Tilbage (feat. Hennedub),""KESI, Hennedub"",Tilbage (feat. Hennedub),0,3:03";;;;;;;
"Denmark,Europe,3,KIKI (feat. Gilli),""LOLO, Gilli"",KIKI (feat. Gilli),1,2:52";;;;;;;
Denmark;Europe;4;Blinding Lights;The Weeknd;After Hours;0;3:20:00
"Denmark,Europe,5,Avatar,""NODE, Larry 44"",Avatar,1,2:36";;;;;;;
"Denmark,Europe,6,SPORT,""TopGunn, Branco"",SAS,0,2:42";;;;;;;
Denmark;Europe;7;GOOBA;6ix9ine;GOOBA;1;2:12:00
"Denmark,Europe,8,Sol Over København (feat. KESI),""Citybois, KESI"",BOIS FOREVER,0,3:05";;;;;;;
"Denmark,Europe,9,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
"Denmark,Europe,10,Tættere End Vi Tror,""P3, Tessa, Christopher, Lukas Graham, Jada, Benjamin Hav, Clara, Don Stefano, Mads Langer"",Tættere End Vi Tror,0,4:31";;;;;;;
Denmark;Europe;11;Glo På Mig;Tessa;Glo På Mig;1;2:41:00
Denmark;Europe;12;Toosie Slide;Drake;Dark Lane Demo Tapes;1;4:07:00
Denmark;Europe;13;Klovne;RH;Klovne;0;2:13:00
"Denmark,Europe,14,Rover (feat. DTG),""S1mba, DTG"",Rover (feat. DTG),1,2:47";;;;;;;
"Denmark,Europe,15,LA DANZA,""Branco, Gilli"",EURO CONNECTION,1,3:05";;;;;;;
Denmark;Europe;16;In Your Eyes;The Weeknd;After Hours;1;3:57:00
Denmark;Europe;17;Nudes;Jada;Nudes;1;3:18:00
"Denmark,Europe,18,THE SCOTTS,""THE SCOTTS, Travis Scott, Kid Cudi"",THE SCOTTS,1,2:45";;;;;;;
"Denmark,Europe,19,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
Denmark;Europe;20;WHIP WHOP;I$WAAL;WHIP WHOP;1;3:31:00
"Denmark,Europe,21,Min Bror (Josef Og Elias X ICEKIID),""Josef Og Elias, ICEKIID"",Min Bror (Josef Og Elias X ICEKIID),1,2:46";;;;;;;
"Denmark,Europe,22,Stuck with U (with Justin Bieber),""Ariana Grande, Justin Bieber"",Stuck with U,0,3:48";;;;;;;
Denmark;Europe;23;Gonzo;Suspekt;Sindssyge Ting;1;2:52:00
"Denmark,Europe,24,NO SKRUB$,""TopGunn, Medina"",SAS,0,2:42";;;;;;;
"Denmark,Europe,25,""Blitz, Baby"",Jung,Blitz,0,3:17";;;;;;;
Denmark;Europe;26;Blueberry Faygo;Lil Mosey;Certified Hitmaker;1;2:42:00
Denmark;Europe;27;Så'n der;Tessa;Så'n der;1;2:35:00
Denmark;Europe;28;Ben;Tessa;Ben;1;2:56:00
Denmark;Europe;29;Gelato;Benny Jamz;Gelato;0;2:59:00
"Denmark,Europe,30,Intentions (feat. Quavo),""Justin Bieber, Quavo"",Changes,0,3:32";;;;;;;
Denmark;Europe;31;Smid Tøjet;Jimilian;Smid Tøjet;1;2:47:00
"Denmark,Europe,32,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
"Denmark,Europe,33,ily (i love you baby) (feat. Emilee),""Surf Mesa, Emilee"",ily (i love you baby) (feat. Emilee),0,2:56";;;;;;;
Denmark;Europe;34;Burnout;Calby;Burnout;0;3:17:00
Denmark;Europe;35;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
Denmark;Europe;36;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
Denmark;Europe;37;Hangover;Ude Af Kontrol;Hangover;1;2:19:00
"Denmark,Europe,38,Supalonely,""BENEE, Gus Dapperton"",STELLA & STEVE,1,3:43";;;;;;;
"Denmark,Europe,39,PUB G (feat. Branco & Larry 44),""LOLO, Branco, Larry 44"",PUB G (feat. Branco & Larry 44),1,2:39";;;;;;;
Denmark;Europe;40;Someone You Loved;Lewis Capaldi;Divinely Uninspired To A Hellish Extent;0;3:02:00
Denmark;Europe;41;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;3:35:00
Denmark;Europe;42;Party Girl;StaySolidRocky;Party Girl;0;2:27:00
"Denmark,Europe,43,Breaking Me,""Topic, A7S"",Breaking Me,0,2:46";;;;;;;
Denmark;Europe;44;Salt;Ava Max;Salt;0;3:00:00
Denmark;Europe;45;Ghost;Christopher;Ghost;0;3:13:00
Denmark;Europe;46;Say So;Doja Cat;Hot Pink;1;3:57:00
"Denmark,Europe,47,Gutterne,""Specktors, Nonsens"",4 LIFE,0,2:28";;;;;;;
Denmark;Europe;48;Break My Heart;Dua Lipa;Future Nostalgia;0;3:41:00
"Denmark,Europe,49,Slip Away,""Phlake, Mercedes the Virus"",The Illegal Download Of Your Soul,0,3:15";;;;;;;
Denmark;Europe;50;Kærlighed Gør Blind;Citybois;BOIS FOREVER;0;3:08:00
"Dominican Republic,North America,1,Safaera,""Bad Bunny, Jowell & Randy, Nengo Flow"",YHLQMDLG,1,4:55";;;;;;;
Dominican Republic;North America;2;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;2:52:00
"Dominican Republic,North America,3,CÓMO SE SIENTE - Remix,""Jhay Cortez, Bad Bunny"",CÓMO SE SIENTE (Remix),1,3:47";;;;;;;
Dominican Republic;North America;4;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;2:58:00
Dominican Republic;North America;5;Tattoo;Rauw Alejandro;Tattoo;0;3:22:00
"Dominican Republic,North America,6,Ignorantes,""Bad Bunny, Sech"",YHLQMDLG,1,3:30";;;;;;;
"Dominican Republic,North America,7,Elegí (feat. Dímelo Flow),""Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow"",Elegí (feat. Dímelo Flow),0,3:17";;;;;;;
Dominican Republic;North America;8;Relación;Sech;1 of 1;0;3:04:00
Dominican Republic;North America;9;La Difícil;Bad Bunny;YHLQMDLG;1;2:43:00
Dominican Republic;North America;10;Diosa;Myke Towers;Easy Money Baby;1;3:34:00
"Dominican Republic,North America,11,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"",Hola (Remix),0,4:09";;;;;;;
Dominican Republic;North America;12;Rojo;J Balvin;Colores;0;2:30:00
"Dominican Republic,North America,13,La Santa,""Bad Bunny, Daddy Yankee"",YHLQMDLG,1,3:26";;;;;;;
Dominican Republic;North America;14;Favorito;Camilo;Por Primera Vez;0;3:29:00
"Dominican Republic,North America,15,CANCIÓN CON YANDEL,""Yandel, Bad Bunny"",LAS QUE NO IBAN A SALIR,1,3:29";;;;;;;
"Dominican Republic,North America,16,PAM,""Justin Quiles, Daddy Yankee, El Alfa"",PAM,1,3:21";;;;;;;
Dominican Republic;North America;17;Vete;Bad Bunny;YHLQMDLG;1;3:12:00
Dominican Republic;North America;18;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;2:50:00
"Dominican Republic,North America,19,MÁS DE UNA CITA,""Bad Bunny, Zion & Lennox"",LAS QUE NO IBAN A SALIR,1,3:03";;;;;;;
Dominican Republic;North America;20;BENDICIONES;Bad Bunny;LAS QUE NO IBAN A SALIR;0;2:35:00
Dominican Republic;North America;21;A Correr los Lakers;El Alfa;El Androide;0;2:56:00
"Dominican Republic,North America,22,PA' ROMPERLA,""Bad Bunny, Don Omar"",LAS QUE NO IBAN A SALIR,1,3:14";;;;;;;
"Dominican Republic,North America,23,Fantasias,""Rauw Alejandro, Farruko"",Fantasias,0,3:19";;;;;;;
"Dominican Republic,North America,24,Un Dia Si,""El Alfa, Farruko, Myke Towers"",El Androide,0,2:44";;;;;;;
"Dominican Republic,North America,25,Sigues Con El,""Dímelo Flow, Arcangel, Sech"",Sigues Con El,0,3:46";;;;;;;
"Dominican Republic,North America,26,BAD CON NICKY,""Bad Bunny, Nicky Jam"",LAS QUE NO IBAN A SALIR,1,3:22";;;;;;;
"Dominican Republic,North America,27,Sigues Con El - Remix,""Arcangel, Sech, Romeo Santos"",Sigues Con El (Remix),0,3:09";;;;;;;
"Dominican Republic,North America,28,Tusa,""KAROL G, Nicki Minaj"",Tusa,0,3:20";;;;;;;
Dominican Republic;North America;29;RONCA FREESTYLE;Bad Bunny;LAS QUE NO IBAN A SALIR;1;2:30:00
"Dominican Republic,North America,30,Besalo,""El Alfa, Rauw Alejandro"",El Androide,0,2:43";;;;;;;
"Dominican Republic,North America,31,Loco - Remix,""Farruko, Beéle, Natti Natasha, Manuel Turizo"",Loco (Remix),0,4:08";;;;;;;
"Dominican Republic,North America,32,Medusa,""Jhay Cortez, Anuel AA, J Balvin"",Medusa,1,5:05";;;;;;;
"Dominican Republic,North America,33,No Me Conoce - Remix,""Jhay Cortez, J Balvin, Bad Bunny"",Famouz,0,5:09";;;;;;;
"Dominican Republic,North America,34,PORFA,""Feid, Justin Quiles"",FERXXO (VOL 1: M.O.R),0,3:52";;;;;;;
"Dominican Republic,North America,35,LA CANCIÓN,""J Balvin, Bad Bunny"",OASIS,0,4:02";;;;;;;
"Dominican Republic,North America,36,Adicto (with Anuel AA & Ozuna),""Tainy, Anuel AA, Ozuna"",Adicto (with Anuel AA & Ozuna),0,4:30";;;;;;;
"Dominican Republic,North America,37,Bellaquita - Remix,""Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles"",Modo Avión,1,5:04";;;;;;;
"Dominican Republic,North America,38,Confía,""Sech, Daddy Yankee"",1 of 1,0,3:22";;;;;;;
Dominican Republic;North America;39;A Tu Merced;Bad Bunny;YHLQMDLG;0;2:55:00
Dominican Republic;North America;40;Girl;Myke Towers;Easy Money Baby;1;3:06:00
Dominican Republic;North America;41;25/8;Bad Bunny;YHLQMDLG;0;4:03:00
"Dominican Republic,North America,42,Singapur,""El Alfa, Chael Produciendo"",El Androide,0,2:58";;;;;;;
"Dominican Republic,North America,43,Si Te Vas,""Sech, Ozuna"",1 of 1,0,3:24";;;;;;;
"Dominican Republic,North America,44,Follow,""KAROL G, Anuel AA"",Follow,0,3:23";;;;;;;
"Dominican Republic,North America,45,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
Dominican Republic;North America;46;Keii;Anuel AA;Keii;0;3:30:00
Dominican Republic;North America;47;Blinding Lights;The Weeknd;After Hours;0;3:20:00
Dominican Republic;North America;48;Toosie Slide;Drake;Dark Lane Demo Tapes;1;4:07:00
Dominican Republic;North America;49;SI ELLA SALE;Bad Bunny;LAS QUE NO IBAN A SALIR;0;2:23:00
"Dominican Republic,North America,50,Hablamos Nunca,""El Alfa, Bethoven Villaman, El Fother, Kiko el Crazy"",El Androide,0,3:20";;;;;;;
Ecuador;South America;1;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;2:52:00
"Ecuador,South America,2,Safaera,""Bad Bunny, Jowell & Randy, Nengo Flow"",YHLQMDLG,1,4:55";;;;;;;
Ecuador;South America;3;Rojo;J Balvin;Colores;0;2:30:00
Ecuador;South America;4;Favorito;Camilo;Por Primera Vez;0;3:29:00
"Ecuador,South America,5,PORFA,""Feid, Justin Quiles"",FERXXO (VOL 1: M.O.R),0,3:52";;;;;;;
Ecuador;South America;6;Blinding Lights;The Weeknd;After Hours;0;3:20:00
"Ecuador,South America,7,Elegí (feat. Dímelo Flow),""Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow"",Elegí (feat. Dímelo Flow),0,3:17";;;;;;;
Ecuador;South America;8;Relación;Sech;1 of 1;0;3:04:00
Ecuador;South America;9;Tattoo;Rauw Alejandro;Tattoo;0;3:22:00
Ecuador;South America;10;Morado;J Balvin;Colores;0;3:20:00
Ecuador;South America;11;Amarillo;J Balvin;Colores;0;2:37:00
"Ecuador,South America,12,Bajo La Mesa,""Morat, Sebastian Yatra"",Bajo La Mesa,0,2:37";;;;;;;
"Ecuador,South America,13,Tusa,""KAROL G, Nicki Minaj"",Tusa,0,3:20";;;;;;;
"Ecuador,South America,14,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"",Hola (Remix),0,4:09";;;;;;;
"Ecuador,South America,15,Ignorantes,""Bad Bunny, Sech"",YHLQMDLG,1,3:30";;;;;;;
"Ecuador,South America,16,Jangueo,""Alex Rose, Rafa Pabön"",LOST,0,4:19";;;;;;;
Ecuador;South America;17;La Difícil;Bad Bunny;YHLQMDLG;1;2:43:00
Ecuador;South America;18;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;2:50:00
Ecuador;South America;19;Diosa;Myke Towers;Easy Money Baby;1;3:34:00
Ecuador;South America;20;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;2:58:00
"Ecuador,South America,21,Sigues Con El,""Dímelo Flow, Arcangel, Sech"",Sigues Con El,0,3:46";;;;;;;
Ecuador;South America;22;Azul;J Balvin;Colores;0;3:25:00
Ecuador;South America;23;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
Ecuador;South America;24;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
"Ecuador,South America,25,Fantasias,""Rauw Alejandro, Farruko"",Fantasias,0,3:19";;;;;;;
"Ecuador,South America,26,No Me Conoce - Remix,""Jhay Cortez, J Balvin, Bad Bunny"",Famouz,0,5:09";;;;;;;
"Ecuador,South America,27,PA' ROMPERLA,""Bad Bunny, Don Omar"",LAS QUE NO IBAN A SALIR,1,3:14";;;;;;;
"Ecuador,South America,28,Sigues Con El - Remix,""Arcangel, Sech, Romeo Santos"",Sigues Con El (Remix),0,3:09";;;;;;;
"Ecuador,South America,29,Locura,""Cali Y El Dandee, Sebastian Yatra"",Colegio,0,3:29";;;;;;;
"Ecuador,South America,30,El Efecto,""Rauw Alejandro, Chencho Corleone"",El Efecto,0,3:37";;;;;;;
"Ecuador,South America,31,Por Primera Vez,""Camilo, Evaluna Montaner"",Por Primera Vez,0,3:02";;;;;;;
"Ecuador,South America,32,CÓMO SE SIENTE - Remix,""Jhay Cortez, Bad Bunny"",CÓMO SE SIENTE (Remix),1,3:47";;;;;;;
"Ecuador,South America,33,LA CANCIÓN,""J Balvin, Bad Bunny"",OASIS,0,4:02";;;;;;;
Ecuador;South America;34;Los Besos;Greeicy;Los Besos;0;3:22:00
"Ecuador,South America,35,CANCIÓN CON YANDEL,""Yandel, Bad Bunny"",LAS QUE NO IBAN A SALIR,1,3:29";;;;;;;
"Ecuador,South America,36,La Santa,""Bad Bunny, Daddy Yankee"",YHLQMDLG,1,3:26";;;;;;;
Ecuador;South America;37;Vete;Bad Bunny;YHLQMDLG;1;3:12:00
"Ecuador,South America,38,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
"Ecuador,South America,39,Detente,""Mike Bahía, Danny Ocean"",Navegando,0,3:01";;;;;;;
Ecuador;South America;40;A Tu Merced;Bad Bunny;YHLQMDLG;0;2:55:00
"Ecuador,South America,41,Si Me Dices Que Sí,""Reik, Farruko, Camilo"",Si Me Dices Que Sí,0,3:31";;;;;;;
"Ecuador,South America,42,Tutu,""Camilo, Pedro Capó"",Por Primera Vez,0,2:59";;;;;;;
Ecuador;South America;43;Blanco;J Balvin;Colores;0;2:25:00
"Ecuador,South America,44,Callaita,""Bad Bunny, Tainy"",Callaita,1,4:10";;;;;;;
"Ecuador,South America,45,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
Ecuador;South America;46;Negro;J Balvin;Colores;0;3:02:00
"Ecuador,South America,47,China,""Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna"",China,0,5:01";;;;;;;
Ecuador;South America;48;Quiéreme Mientras Se Pueda;Manuel Turizo;Quiéreme Mientras Se Pueda;0;3:11:00
"Ecuador,South America,49,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
Ecuador;South America;50;ADMV;Maluma;ADMV;0;3:13:00
"El Salvador,North America,1,Safaera,""Bad Bunny, Jowell & Randy, Nengo Flow"",YHLQMDLG,1,4:55";;;;;;;
El Salvador;North America;2;Rojo;J Balvin;Colores;0;2:30:00
El Salvador;North America;3;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;2:52:00
El Salvador;North America;4;Favorito;Camilo;Por Primera Vez;0;3:29:00
El Salvador;North America;5;Tattoo;Rauw Alejandro;Tattoo;0;3:22:00
El Salvador;North America;6;Blinding Lights;The Weeknd;After Hours;0;3:20:00
"El Salvador,North America,7,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"",Hola (Remix),0,4:09";;;;;;;
El Salvador;North America;8;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;2:58:00
El Salvador;North America;9;La Difícil;Bad Bunny;YHLQMDLG;1;2:43:00
El Salvador;North America;10;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;2:50:00
"El Salvador,North America,11,Elegí (feat. Dímelo Flow),""Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow"",Elegí (feat. Dímelo Flow),0,3:17";;;;;;;
"El Salvador,North America,12,Ignorantes,""Bad Bunny, Sech"",YHLQMDLG,1,3:30";;;;;;;
"El Salvador,North America,13,Fantasias,""Rauw Alejandro, Farruko"",Fantasias,0,3:19";;;;;;;
"El Salvador,North America,14,La Santa,""Bad Bunny, Daddy Yankee"",YHLQMDLG,1,3:26";;;;;;;
"El Salvador,North America,15,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
"El Salvador,North America,16,Sigues Con El,""Dímelo Flow, Arcangel, Sech"",Sigues Con El,0,3:46";;;;;;;
"El Salvador,North America,17,CANCIÓN CON YANDEL,""Yandel, Bad Bunny"",LAS QUE NO IBAN A SALIR,1,3:29";;;;;;;
El Salvador;North America;18;Vete;Bad Bunny;YHLQMDLG;1;3:12:00
"El Salvador,North America,19,CÓMO SE SIENTE - Remix,""Jhay Cortez, Bad Bunny"",CÓMO SE SIENTE (Remix),1,3:47";;;;;;;
El Salvador;North America;20;Diosa;Myke Towers;Easy Money Baby;1;3:34:00
"El Salvador,North America,21,No Me Conoce - Remix,""Jhay Cortez, J Balvin, Bad Bunny"",Famouz,0,5:09";;;;;;;
"El Salvador,North America,22,LA CANCIÓN,""J Balvin, Bad Bunny"",OASIS,0,4:02";;;;;;;
"El Salvador,North America,23,Tusa,""KAROL G, Nicki Minaj"",Tusa,0,3:20";;;;;;;
El Salvador;North America;24;Morado;J Balvin;Colores;0;3:20:00
El Salvador;North America;25;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
"El Salvador,North America,26,PORFA,""Feid, Justin Quiles"",FERXXO (VOL 1: M.O.R),0,3:52";;;;;;;
"El Salvador,North America,27,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
"El Salvador,North America,28,Pa' Olvidarme De Ella,""Piso 21, Christian Nodal"",Pa' Olvidarme De Ella,1,3:47";;;;;;;
El Salvador;North America;29;Relación;Sech;1 of 1;0;3:04:00
El Salvador;North America;30;Amarillo;J Balvin;Colores;0;2:37:00
El Salvador;North America;31;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
"El Salvador,North America,32,Jangueo,""Alex Rose, Rafa Pabön"",LOST,0,4:19";;;;;;;
"El Salvador,North America,33,PA' ROMPERLA,""Bad Bunny, Don Omar"",LAS QUE NO IBAN A SALIR,1,3:14";;;;;;;
"El Salvador,North America,34,Callaita,""Bad Bunny, Tainy"",Callaita,1,4:10";;;;;;;
"El Salvador,North America,35,El Efecto - Remix,""Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex"",El Efecto (Remix),1,4:49";;;;;;;
"El Salvador,North America,36,BAD CON NICKY,""Bad Bunny, Nicky Jam"",LAS QUE NO IBAN A SALIR,1,3:22";;;;;;;
El Salvador;North America;37;A Tu Merced;Bad Bunny;YHLQMDLG;0;2:55:00
